Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (enrolled),Tuition fees up to date,Curricular units 2nd sem (evaluations),Age at enrollment,Unemployment rate,Target
5,15,5,1,5,18,8,1
0,0,6,0,12,45,9,0
0,0,5,1,5,30,7,0
0,0,5,1,0,40,12,0
0,0,5,0,9,32,10,0
4,10,6,1,12,19,7,0
6,12,6,1,7,20,16,1
0,0,5,1,7,18,9,0
2,13,6,0,9,20,10,0
4,12,5,1,7,39,15,2
5,13,6,0,11,19,11,2
3,11,5,1,9,38,7,2
6,13,7,1,7,18,7,1
8,14,8,1,8,18,13,1
0,0,5,1,5,28,7,0
0,0,6,0,6,31,12,0
6,13,7,1,7,23,7,1
5,12,8,1,12,21,11,2
0,0,5,0,6,33,16,0
3,11,5,1,9,22,12,0
5,17,5,1,7,20,12,0
5,13,6,1,9,19,8,2
4,11,6,1,11,25,9,2
0,0,6,0,0,25,13,0
6,12,6,1,8,19,9,2
4,14,5,1,6,20,7,1
0,0,7,1,9,33,16,2
6,13,6,1,8,19,7,1
0,0,5,1,5,31,7,0
0,0,5,0,5,23,15,0
3,10,5,0,11,26,9,0
5,13,5,1,7,20,8,1
5,13,5,1,11,20,12,1
0,0,6,1,0,25,10,0
4,11,6,1,10,19,8,1
5,16,5,1,8,18,8,1
0,0,5,1,5,18,9,2
6,13,6,1,8,20,8,1
6,14,6,1,9,18,11,1
4,10,5,1,6,19,12,1
2,10,8,1,16,24,12,0
0,0,6,1,0,21,10,0
6,14,6,1,6,20,12,1
5,12,6,1,6,21,13,1
7,13,8,1,10,24,10,1
0,0,5,1,0,27,10,0
5,10,5,0,9,19,8,2
2,11,7,1,12,25,12,0
4,14,6,1,6,21,13,1
0,0,5,1,0,27,8,0
0,0,5,1,6,19,7,2
7,13,8,1,8,18,10,2
5,11,6,1,7,18,12,0
5,11,5,1,8,19,9,2
1,12,6,1,9,19,13,0
3,12,6,1,12,22,15,2
6,12,6,1,6,18,10,1
5,12,6,1,8,18,10,1
6,12,6,1,7,18,16,1
6,12,6,1,8,18,12,1
3,12,5,1,9,18,8,2
6,12,6,1,6,20,12,1
3,12,6,1,11,20,15,1
5,14,5,1,7,20,11,0
3,11,5,1,10,19,12,2
6,13,6,1,7,20,8,1
2,10,6,1,10,19,11,0
4,11,6,1,11,18,10,0
5,14,5,0,6,18,8,2
5,11,6,1,7,18,8,0
6,13,6,1,6,18,8,1
6,13,6,1,7,21,12,1
5,11,6,1,15,18,11,0
8,16,8,1,8,18,11,1
6,16,6,1,6,18,10,1
0,0,6,1,6,23,13,0
4,11,5,1,9,21,8,1
1,13,6,1,13,20,9,2
5,11,6,1,10,18,7,2
6,14,6,0,7,19,8,1
7,13,8,1,9,20,13,1
2,10,6,0,10,19,16,0
4,12,5,1,6,18,7,1
6,11,6,1,7,19,8,1
6,12,7,0,8,33,8,2
8,13,8,1,8,18,15,1
6,13,6,1,7,18,11,1
6,12,6,1,7,20,11,1
0,0,6,0,0,20,11,0
5,14,6,1,12,20,10,1
5,13,5,1,8,19,10,1
6,11,6,1,6,19,13,1
6,12,6,1,7,21,11,1
0,0,6,1,0,21,16,0
7,12,8,1,8,18,12,1
1,10,7,1,10,27,12,0
4,13,6,1,8,21,16,2
8,15,8,1,8,18,15,1
6,12,6,1,7,18,11,1
3,13,5,1,7,19,12,1
7,14,8,1,8,20,13,1
5,12,5,1,6,20,10,1
4,11,5,1,7,20,12,2
0,0,5,1,5,19,13,0
6,13,6,1,8,18,8,1
5,12,5,1,9,18,10,1
7,12,8,1,8,19,13,1
7,13,8,1,10,19,12,0
5,12,6,1,14,43,16,2
0,0,2,0,2,23,7,0
6,12,6,1,7,19,8,1
6,12,8,1,11,20,12,1
6,14,6,1,8,19,15,1
4,13,6,1,9,39,11,1
6,13,6,1,8,20,10,1
6,12,6,1,6,21,7,1
0,0,5,1,10,19,7,0
6,16,6,1,6,22,13,1
6,12,6,1,7,19,12,1
5,10,5,1,5,26,11,2
0,0,5,0,5,36,12,0
4,11,5,1,6,30,15,0
6,15,6,1,10,24,15,0
0,0,5,0,6,19,13,0
4,11,6,1,11,34,12,1
3,14,5,1,7,33,9,2
4,10,5,1,10,19,9,1
1,11,5,0,14,26,8,0
0,0,6,1,6,29,16,0
2,12,5,1,8,19,8,0
1,12,5,0,9,29,11,0
5,11,6,1,7,21,9,1
2,10,6,1,10,19,10,2
7,11,8,1,15,20,15,1
0,0,5,1,5,18,7,0
5,11,6,1,8,18,15,2
3,12,5,1,9,21,10,2
0,0,5,1,0,20,8,0
0,0,5,1,5,30,12,0
6,14,6,1,6,19,13,1
4,13,5,1,7,30,8,0
4,11,5,1,13,22,12,1
5,11,6,0,8,19,11,0
4,11,5,1,5,21,7,0
5,12,5,1,7,21,7,1
3,10,5,1,9,27,15,0
0,0,7,1,8,32,13,0
0,0,6,0,6,40,15,0
2,12,5,1,10,20,7,2
0,0,5,1,13,21,12,0
0,0,6,1,0,18,12,0
0,0,6,0,6,30,15,0
0,0,6,1,8,29,15,0
3,10,5,1,7,18,7,0
5,12,5,1,5,18,9,0
0,0,5,0,5,27,12,0
5,14,6,1,10,20,10,1
7,11,8,1,10,23,16,1
4,12,6,1,10,40,8,0
6,13,7,1,7,19,7,1
4,14,5,1,8,24,12,2
2,11,6,1,14,21,12,2
5,14,5,1,6,18,8,1
2,11,5,1,10,18,7,0
5,13,6,1,12,24,11,0
5,12,5,1,9,28,9,2
6,14,6,1,6,19,12,1
4,15,6,1,12,28,11,2
0,0,6,1,12,18,7,0
8,12,8,1,8,19,9,1
4,13,5,1,6,21,10,1
0,0,8,1,0,18,13,0
6,13,6,1,6,19,9,1
7,13,8,1,8,19,10,1
5,12,6,1,6,18,12,1
6,14,7,1,7,20,7,1
0,0,5,1,12,26,10,0
8,15,8,1,9,18,13,0
5,11,6,1,10,58,9,1
8,13,8,1,8,18,15,1
0,0,5,1,0,20,11,0
0,0,5,0,6,27,16,0
6,13,6,1,11,21,11,1
6,11,6,1,8,20,15,1
5,12,6,1,9,19,11,1
6,13,8,1,12,22,11,1
6,13,6,1,6,19,15,1
0,0,6,0,6,19,12,0
5,11,6,1,8,23,7,2
5,13,6,1,7,18,12,0
0,0,6,1,0,19,12,0
5,12,6,1,7,20,12,1
6,13,6,1,7,19,11,1
0,0,6,0,6,26,13,0
6,14,6,1,7,18,11,1
6,13,6,0,10,20,16,1
6,12,6,1,6,19,15,1
7,13,8,1,8,18,10,1
6,12,6,1,6,19,9,1
7,13,7,1,7,18,12,1
6,12,7,1,9,19,12,2
0,0,6,1,12,18,11,0
6,11,6,1,11,19,12,2
8,13,8,1,10,18,15,1
0,0,5,0,5,24,9,0
0,0,6,1,0,19,8,0
2,12,5,1,10,18,7,0
5,13,5,1,6,18,8,1
5,11,6,1,7,18,8,1
0,0,6,1,6,22,16,0
6,13,6,1,7,19,11,1
0,0,6,0,6,32,13,0
0,0,6,1,12,21,7,0
7,13,8,1,8,19,12,1
2,10,5,1,13,18,9,0
6,13,6,1,6,20,9,1
5,12,6,1,12,54,7,0
5,12,7,1,8,18,7,2
7,12,8,1,11,18,15,2
3,11,6,1,12,19,8,0
0,0,6,1,0,22,13,0
0,0,6,0,0,24,11,0
2,11,6,1,13,22,12,2
0,0,6,1,6,26,13,0
6,14,6,1,6,18,9,1
1,15,5,1,6,18,10,2
3,14,6,1,10,27,16,0
5,13,6,1,6,20,12,1
1,14,5,1,10,19,7,0
4,15,6,1,9,18,11,0
7,12,8,1,8,18,10,1
5,13,6,1,10,19,10,2
0,0,6,1,0,19,16,0
6,12,6,1,9,19,9,1
3,12,5,0,8,22,10,0
3,11,5,0,7,19,15,0
1,10,5,1,10,21,7,0
3,11,6,1,12,19,10,2
3,11,6,1,13,20,15,2
0,0,6,1,10,35,13,0
1,11,5,1,7,20,7,0
5,12,5,1,5,21,7,1
0,0,5,0,5,27,7,0
0,0,6,0,15,26,9,0
0,0,5,0,10,20,10,0
6,13,6,1,6,19,11,1
0,0,5,0,5,47,12,0
5,12,6,0,9,55,10,0
0,0,6,0,12,32,7,0
6,16,6,1,6,20,8,1
5,13,6,1,9,36,12,1
5,14,5,1,14,34,16,1
0,0,5,1,5,21,9,0
1,11,5,1,14,42,13,0
4,11,6,1,13,25,12,0
0,0,6,1,0,18,8,0
6,12,6,1,6,18,12,1
6,11,6,1,7,19,7,1
2,11,6,0,8,34,13,0
0,0,6,1,12,20,10,0
0,0,7,1,7,20,13,0
7,14,8,1,8,21,10,1
4,13,6,1,14,19,12,1
3,11,5,0,12,31,9,0
5,14,6,1,9,21,11,1
5,11,5,1,7,20,13,1
6,12,7,1,7,22,7,1
0,0,6,0,6,19,9,0
0,0,5,0,5,41,12,0
0,0,7,1,7,27,7,0
7,13,8,1,8,19,13,0
8,14,8,1,8,20,9,1
6,13,7,1,7,19,7,1
5,11,5,1,6,35,15,1
6,15,6,1,7,22,13,1
6,15,6,1,6,20,11,1
4,10,6,0,9,18,10,0
4,11,6,1,9,18,12,1
7,15,8,1,8,30,10,1
6,12,6,1,8,18,11,1
5,15,6,1,7,20,12,2
4,10,6,1,11,19,12,2
5,13,5,1,7,19,7,1
8,14,8,1,8,21,15,1
6,12,7,1,8,21,8,2
6,13,6,1,7,18,8,2
4,12,5,1,7,18,12,1
2,10,5,0,11,35,9,0
5,13,7,1,9,21,11,2
6,13,7,1,7,18,7,1
0,0,6,1,6,22,9,2
8,12,8,1,8,20,15,1
5,12,6,1,8,34,9,1
6,13,7,1,7,22,7,1
3,11,6,1,12,20,7,2
4,11,5,1,10,35,10,2
3,10,5,0,15,39,9,0
0,0,8,0,0,19,11,0
3,11,6,1,14,36,10,1
7,13,8,1,8,21,12,1
3,13,6,1,13,22,9,2
6,15,6,1,7,42,11,1
0,0,5,1,6,34,10,0
5,11,6,1,8,20,7,2
5,11,6,1,9,20,13,1
4,12,5,1,7,19,7,1
5,14,5,1,5,18,7,1
6,13,6,1,7,24,10,1
6,12,6,1,7,18,7,1
3,13,5,1,7,20,7,2
7,12,8,1,8,21,10,1
3,11,6,1,13,19,9,1
8,12,8,1,8,19,15,1
6,12,6,1,8,18,12,1
0,0,5,1,5,23,15,2
8,14,8,1,8,19,9,1
5,12,6,0,6,18,13,0
4,11,6,1,13,24,12,2
6,14,6,1,6,18,12,1
6,12,6,1,9,18,13,1
2,10,5,1,8,19,12,2
0,0,6,1,6,19,12,0
4,12,6,1,6,19,16,2
4,11,5,1,9,20,9,0
2,13,6,1,12,22,9,2
8,15,8,1,9,19,11,1
8,15,8,1,8,20,12,1
4,13,5,1,12,36,10,2
0,0,6,1,6,29,11,0
4,11,6,1,12,19,12,1
0,0,5,0,0,24,13,0
0,0,6,0,7,27,8,0
6,14,6,1,7,18,13,1
0,0,7,1,0,21,12,0
5,13,6,1,9,43,12,1
5,14,5,1,13,18,16,1
3,15,6,1,6,21,8,0
0,0,5,1,0,26,9,0
7,14,8,1,8,19,12,1
5,12,5,1,5,18,7,1
1,10,6,1,14,22,9,0
0,0,8,1,0,27,11,0
5,12,5,1,6,18,9,1
4,12,5,1,9,19,9,1
8,15,8,1,8,18,13,1
6,14,6,1,9,19,11,1
0,0,6,0,0,32,11,0
6,13,7,1,7,20,7,1
2,10,6,0,13,19,16,0
8,13,8,1,8,18,9,1
4,12,6,1,12,21,15,0
0,0,7,1,15,20,11,2
5,11,5,1,7,26,12,1
5,13,6,1,7,20,12,1
7,13,8,1,10,19,16,1
5,11,5,1,6,31,7,1
8,11,8,1,10,20,15,1
5,13,5,1,10,20,10,1
8,14,8,1,9,21,16,1
8,12,8,1,8,18,12,1
6,13,7,1,7,19,7,1
7,15,7,1,7,18,13,1
5,12,6,1,7,40,16,2
6,13,6,1,6,18,13,1
6,14,6,1,6,18,8,1
7,12,8,1,14,19,15,1
6,13,6,1,6,19,12,1
0,0,6,0,7,28,8,0
6,12,6,1,6,20,7,1
5,13,6,1,9,18,9,1
6,15,7,1,7,18,7,1
3,12,5,1,10,20,9,1
2,10,7,1,7,19,16,0
6,12,6,1,6,18,8,1
5,11,6,0,7,20,10,1
0,0,5,1,5,27,7,0
2,12,6,1,13,18,12,0
8,12,8,1,11,37,10,1
8,14,8,1,8,20,13,0
0,0,5,0,5,34,15,0
0,0,5,1,0,22,10,0
6,13,6,1,6,39,12,1
6,13,7,1,7,18,7,1
6,13,6,1,8,21,8,1
0,0,6,1,0,34,10,0
6,13,6,1,10,22,16,1
0,0,6,0,12,19,10,0
0,0,5,1,10,19,10,0
0,0,7,1,7,31,15,0
3,10,5,1,6,19,13,2
0,0,6,1,0,30,9,0
8,15,8,1,9,20,11,1
8,14,8,1,9,18,12,1
3,12,5,1,6,31,10,0
4,11,6,1,11,19,7,0
0,0,5,1,5,43,8,0
6,14,6,1,6,20,13,1
8,13,8,1,8,19,9,1
0,0,5,1,5,22,9,0
5,11,5,1,8,19,10,1
6,12,8,1,8,29,12,0
2,11,7,1,12,20,8,2
5,11,5,1,7,38,9,2
6,13,8,1,10,19,12,0
6,13,6,1,8,19,10,1
0,0,7,1,7,43,16,0
5,13,5,1,5,19,10,1
8,13,8,1,8,18,9,1
0,0,6,1,0,38,9,0
0,0,6,1,6,37,16,0
5,14,6,1,10,26,10,1
5,11,6,1,13,21,12,2
6,15,6,1,8,18,8,1
7,11,7,1,7,18,16,1
5,13,5,1,5,18,9,1
6,13,6,1,7,19,15,1
6,12,6,1,8,18,11,1
7,12,8,1,12,18,12,2
6,13,6,1,7,19,8,1
0,0,8,1,0,19,16,0
4,13,6,1,10,18,12,1
7,13,8,1,8,18,12,1
7,13,8,1,8,20,10,1
0,0,6,1,0,18,7,0
6,12,6,1,6,19,12,1
3,11,6,0,12,20,7,0
6,12,6,1,8,19,10,2
6,14,6,1,7,20,8,1
4,12,6,1,14,28,11,0
4,13,6,1,12,22,15,2
6,12,6,1,9,19,15,1
0,0,6,0,0,18,13,0
6,14,6,1,6,18,8,1
5,13,5,1,9,22,12,1
5,12,5,1,9,24,16,1
5,14,6,1,7,20,12,2
8,11,8,1,10,20,12,1
0,0,6,0,0,35,10,0
5,12,5,1,5,18,9,1
6,11,6,1,9,19,9,1
8,14,8,1,9,18,16,1
4,10,6,1,13,18,7,0
6,13,6,1,8,31,9,2
6,14,6,1,7,19,15,1
8,13,8,1,8,20,15,1
0,0,6,1,0,21,15,0
7,13,8,1,8,18,12,1
0,0,6,1,0,18,9,0
5,15,5,1,6,33,10,1
5,12,6,1,6,18,12,2
4,11,5,1,13,21,10,2
4,12,6,1,8,19,10,2
5,13,5,1,7,28,16,1
0,0,5,0,0,29,12,0
6,13,6,1,7,32,12,1
7,13,8,1,11,25,9,2
3,12,5,0,12,29,16,0
0,0,8,1,16,18,12,0
6,12,6,1,7,18,15,1
6,14,6,1,15,38,16,1
6,15,7,1,7,19,7,1
6,15,6,1,6,39,11,1
0,0,8,1,8,32,16,0
0,0,6,1,0,18,10,0
8,12,8,1,8,20,12,2
6,12,6,1,6,20,7,1
6,12,6,1,8,23,8,1
4,11,5,1,11,19,10,2
6,14,6,1,6,18,13,1
5,11,5,1,10,19,10,1
5,11,6,1,11,20,12,1
6,13,8,1,10,19,9,0
7,15,8,1,8,19,10,1
5,11,6,1,8,18,10,1
7,15,8,1,8,20,10,1
8,15,8,1,8,20,12,1
7,12,8,1,11,24,10,1
0,0,7,1,0,24,10,0
6,15,6,1,6,20,12,1
3,13,6,1,6,20,9,2
6,12,6,0,8,18,8,2
7,14,8,1,8,18,12,1
5,13,5,1,5,21,10,1
5,13,6,1,9,18,9,1
7,12,8,1,8,19,12,1
6,16,6,1,7,22,11,1
6,10,6,1,9,19,8,1
6,14,7,1,7,18,7,1
5,11,5,1,11,19,10,2
7,11,8,1,8,24,12,2
4,13,5,1,7,19,7,2
6,11,6,1,6,34,10,1
6,13,10,1,13,19,15,1
6,12,7,1,7,18,7,1
8,14,8,1,8,19,15,1
7,12,8,1,8,25,10,1
5,11,6,1,10,18,16,2
6,11,6,1,9,18,9,1
5,11,6,1,8,28,9,1
7,11,8,1,8,18,12,1
5,13,6,1,10,41,8,1
4,13,6,1,11,18,7,0
4,11,6,1,12,21,15,1
0,0,6,1,0,41,11,0
1,16,3,1,3,32,7,0
6,11,6,1,7,29,7,1
7,12,8,1,14,24,12,2
8,11,8,1,10,22,12,2
0,0,6,1,0,21,15,0
4,12,7,1,13,39,11,0
2,10,6,0,15,44,8,2
2,11,5,1,10,20,7,2
6,14,6,1,7,18,7,1
5,12,6,1,13,34,16,1
4,14,5,1,7,18,7,1
3,10,6,1,11,18,9,0
6,13,6,1,9,19,16,1
7,13,8,1,8,18,12,2
2,12,5,1,7,19,12,0
7,12,8,1,10,19,12,1
6,13,6,1,9,18,10,1
5,11,6,0,6,18,11,2
3,11,6,1,9,33,7,0
6,11,6,1,9,19,8,1
8,13,8,1,9,18,12,1
4,11,5,1,8,21,10,2
6,13,6,1,6,19,9,1
4,11,6,1,8,20,7,1
0,0,4,1,8,20,7,0
3,11,6,1,14,20,10,2
4,11,6,1,9,18,7,2
1,14,5,1,10,18,7,2
8,15,8,1,8,20,11,1
6,13,6,1,8,21,9,1
7,12,8,1,12,19,12,1
6,12,6,1,6,18,12,1
5,12,6,1,16,27,12,2
7,13,8,1,9,21,15,1
8,14,8,1,8,18,15,1
3,10,6,1,14,18,10,2
0,0,5,0,10,28,10,0
3,11,7,1,14,36,11,0
5,14,5,1,6,20,12,1
5,11,6,1,13,19,7,1
0,0,5,1,10,20,7,2
4,11,5,1,10,19,9,2
6,13,6,1,6,28,16,1
5,11,5,1,7,20,7,1
5,11,6,1,8,22,10,2
4,13,6,1,9,18,16,1
0,0,5,0,12,22,12,0
4,12,6,1,10,18,9,1
7,13,8,1,8,21,12,1
6,13,6,1,9,19,7,1
4,10,6,1,11,22,9,2
7,12,8,1,8,20,10,1
5,11,5,1,8,20,11,1
6,11,6,1,7,19,10,1
6,12,6,1,9,20,13,1
4,11,6,1,10,20,7,0
6,13,7,1,7,19,7,1
4,14,6,1,10,18,15,1
8,14,8,1,9,18,12,1
5,13,5,1,7,20,9,1
4,13,6,1,6,22,16,1
6,15,6,1,6,18,9,1
6,14,6,1,6,19,12,1
5,11,6,0,9,20,10,1
8,15,8,1,8,19,13,1
0,0,5,0,5,20,12,0
6,13,6,1,6,19,9,1
6,13,6,1,6,18,12,2
6,11,6,1,7,18,10,1
0,0,5,1,5,22,9,0
6,16,6,1,11,18,12,1
6,13,6,1,6,20,10,1
6,11,6,1,6,19,8,1
8,13,8,1,11,19,16,1
6,11,6,1,11,19,9,0
6,13,6,1,7,19,11,1
5,13,6,1,7,45,15,2
0,0,5,0,5,28,9,0
8,14,8,1,8,28,13,1
4,12,5,1,9,25,12,2
4,12,6,0,6,19,15,0
7,14,8,1,8,19,10,1
4,11,5,1,10,20,12,2
3,11,6,1,7,22,8,2
6,14,6,1,7,20,12,1
6,13,7,1,7,20,7,2
2,11,5,0,8,20,7,0
6,14,6,1,7,27,13,1
5,13,6,1,10,22,11,1
7,13,8,0,8,19,10,0
2,11,6,0,13,19,12,0
6,10,6,1,15,18,13,2
0,0,6,0,6,20,11,0
6,11,6,1,7,37,7,1
5,11,8,0,11,40,9,0
0,0,5,1,10,20,9,0
5,11,5,1,6,28,7,1
0,0,7,0,13,19,12,0
4,11,5,1,5,23,7,0
7,12,8,1,8,24,10,1
4,12,5,1,6,21,7,2
7,12,8,1,11,19,10,1
2,14,6,1,13,19,9,0
0,0,6,0,6,48,11,0
5,13,5,1,8,19,12,1
1,11,5,1,8,30,7,0
6,12,6,1,7,24,13,1
6,12,6,1,8,19,16,1
5,12,6,1,7,21,10,1
4,12,5,1,8,19,15,0
1,10,6,1,8,18,10,2
6,12,6,1,6,18,12,1
5,15,5,1,5,19,8,0
7,12,8,1,8,19,12,1
3,12,5,1,7,18,7,2
5,12,6,1,8,25,7,2
3,12,5,1,10,18,7,2
0,0,5,0,5,29,8,0
3,13,5,1,8,21,7,0
6,15,6,1,6,18,11,1
0,0,6,1,12,20,10,0
0,0,5,1,7,27,13,0
0,0,6,1,9,21,12,2
3,10,5,1,12,20,10,0
0,0,5,0,9,28,10,0
7,11,7,1,7,24,12,2
3,11,5,1,10,22,7,2
4,13,5,1,9,20,10,1
5,11,5,1,7,21,9,1
2,13,6,0,8,23,13,0
6,11,6,1,6,18,10,1
8,13,8,1,8,32,13,1
1,11,6,1,16,20,10,0
6,13,6,1,8,19,10,1
0,0,5,1,6,24,10,0
1,10,5,1,5,18,12,0
5,12,6,1,15,20,16,1
6,12,6,1,6,18,9,0
0,0,5,1,5,19,12,0
5,10,5,1,9,18,13,0
0,0,5,0,5,25,15,0
5,13,6,1,10,19,16,1
1,10,5,1,10,18,7,2
2,15,5,0,9,32,16,0
0,0,5,1,5,21,7,0
2,12,6,1,14,18,10,0
6,13,6,1,7,19,8,1
6,14,6,1,6,19,12,1
6,13,6,1,6,19,12,1
4,11,5,1,8,21,8,2
4,12,5,1,7,28,10,2
4,11,6,0,6,19,16,0
0,0,5,1,6,28,12,0
7,14,8,1,8,19,12,1
5,13,6,0,7,26,16,0
0,0,5,1,0,25,9,0
6,11,6,1,8,20,12,1
0,0,6,1,0,19,12,0
6,11,6,1,6,18,9,1
5,11,6,1,12,19,13,0
6,12,6,1,6,18,15,1
2,12,5,1,13,21,7,2
1,17,6,1,12,20,9,2
4,13,5,1,9,24,12,1
4,12,5,1,5,18,9,2
4,11,5,1,11,20,9,1
7,14,8,1,8,18,10,1
3,11,5,1,11,24,7,0
6,12,7,1,9,18,12,2
5,13,6,0,10,21,13,0
6,13,6,1,6,18,9,1
0,0,6,1,12,20,10,0
2,10,5,1,12,19,7,0
8,13,8,1,8,20,11,1
7,12,8,1,12,20,12,1
6,12,6,1,6,20,7,1
6,12,6,1,7,18,10,0
4,12,5,1,10,30,12,2
5,14,5,1,9,18,9,1
0,0,6,1,7,35,11,0
3,12,6,0,6,31,11,0
1,11,6,1,13,19,7,0
5,13,6,1,8,19,8,1
6,11,7,1,7,19,7,1
8,13,8,1,8,19,9,1
4,12,5,1,7,21,7,1
0,0,6,1,13,18,7,0
4,10,6,1,10,18,7,2
4,14,6,1,11,18,12,1
6,12,6,1,10,18,16,1
0,0,5,0,5,25,9,0
6,11,7,1,8,18,7,2
8,14,8,1,8,18,12,1
0,0,6,1,10,24,12,0
6,10,6,1,9,19,7,2
0,0,5,1,5,27,7,0
7,12,8,1,11,18,11,1
5,13,5,1,6,30,10,0
4,11,8,1,14,29,12,0
0,0,5,1,11,20,9,2
7,15,8,1,8,19,12,1
6,15,6,1,8,29,12,1
4,10,6,0,14,27,9,0
0,0,6,1,0,19,12,0
2,12,5,1,5,21,7,0
5,10,5,0,6,29,10,0
6,14,6,1,7,18,15,1
5,13,5,1,5,24,10,1
5,11,5,1,8,18,10,2
3,10,5,1,10,27,11,1
8,14,8,1,8,18,9,1
5,12,6,1,8,19,9,0
6,13,6,1,6,18,11,1
3,11,6,1,9,21,9,2
4,12,5,1,10,26,16,1
6,14,6,1,6,22,9,1
3,13,5,1,12,37,9,0
0,0,5,1,5,24,7,0
6,13,6,1,6,18,10,2
7,11,8,1,12,19,15,1
2,10,6,0,9,28,16,0
7,14,8,1,8,18,12,1
2,11,6,1,8,20,10,2
6,13,6,1,7,18,15,1
6,11,6,1,10,47,12,0
5,14,5,1,6,38,13,1
3,13,6,1,11,21,13,0
5,11,5,1,8,18,9,1
3,11,7,0,12,46,11,0
6,13,6,1,6,20,16,1
5,12,6,1,8,19,15,1
2,11,6,0,6,18,11,0
1,13,8,1,9,30,13,0
5,12,5,1,6,20,9,1
6,13,6,1,6,22,12,1
